Month_Date,State,District,Month,Sales,Direct,Web,Course,Programs,year_flag,time_order
2015-04-01,State_3,District_36,4,6349.3299729973,1499.0938779478,24.3736206949,2.2634912689,90.6062082808,1,4
2015-04-01,State_1,District_11,4,14430.5209720972,4280.1527020702,54.7987335554,7.2429613195,686.7867660486,1,4
2015-04-01,State_5,District_18,4,10154.9299729973,3455.2152871287,38.5428871377,6.3433571593,496.3111436364,1,4
2015-04-01,State_4,District_10,4,12774.4216021602,2214.1050063006,45.3254920864,2.135928162,237.2792488209,1,4
2015-04-01,State_1,District_20,4,4913.00090009,1967.8875517552,37.1975688731,3.5640047572,41.8344117912,1,4
2015-04-01,State_3,District_22,4,14484.9101710171,4757.9888766877,47.5135614959,5.5252673474,445.8896235644,1,4
2015-04-01,State_3,District_15,4,8902.6556255626,2482.1116147615,32.9432173663,3.8798984382,260.1263505131,1,4
2015-04-01,State_5,District_7,4,29878.7895589559,10471.9769360936,96.4028880828,19.6699151431,1562.0779788659,1,4
2015-04-01,State_8,District_16,4,11192.7135913591,2126.4036561656,17.5402710315,2.5223566196,160.1366479568,1,4
2015-04-01,State_9,District_9,4,11410.1263726373,2410.8610783078,27.4145901962,3.2337094839,190.5129246265,1,4
2015-04-01,State_4,District_14,4,18448.0496849685,3278.2873465347,53.5041600126,6.2103439064,690.4817556076,1,4
2015-04-01,State_7,District_33,4,46497.6352835284,16919.170070207,310.1353577318,32.6806587165,1529.5499634564,1,4
2015-04-01,State_9,District_23,4,7788.995859586,2491.4809522952,58.9718935266,3.9911903881,166.4244930513,1,4
2015-04-01,State_3,District_43,4,6423.5434743474,1479.0478552655,12.0319417462,2.2942432954,56.9103169649,1,4
2015-04-01,State_1,District_17,4,5460.2858685869,1435.0337616562,18.4134690063,2.4743590121,298.1485755716,1,4
2015-04-01,State_8,District_45,4,12376.7459945995,1753.0464819082,27.373994423,1.9132649824,143.9800322772,1,4
2015-04-01,State_9,District_38,4,21119.8106210621,4058.1212115212,53.9153866427,7.8619788245,1154.1110884969,1,4
2015-04-01,State_1,District_46,4,7338.499369937,2477.318,41.4519203798,3.5404931638,126.2390542934,1,4
2015-04-01,State_8,District_8,4,18399.6126012601,2813.3067740774,30.4048149811,4.9315517219,234.1587507831,1,4
2015-04-01,State_9,District_1,4,30171.2655265527,9485.1460972097,113.8315207381,14.7221715428,1627.9777620882,1,4
2015-04-01,State_7,District_13,4,26709.9636363636,8916.0133627363,111.3337141314,19.5377177552,922.5168791719,1,4
2015-04-01,State_10,District_41,4,81310.895409541,30761.4935373537,375.0674029523,57.4994971737,2291.8130361836,1,4
2015-04-01,State_6,District_4,4,37613.2104410441,5249.0074887489,54.7682867327,9.8458578632,619.2170446085,1,4
2015-04-01,State_4,District_26,4,17363.7429342934,2817.0109306931,42.3860120144,5.216614099,126.1172515032,1,4
2015-04-01,State_5,District_21,4,13014.7816381638,3490.6226642664,50.0113681098,6.2465460792,252.5859436364,1,4
2015-04-01,State_5,District_30,4,7095.4520252025,1673.7339569757,29.9529925797,2.8951993543,616.2803981818,1,4
2015-04-01,State_6,District_19,4,48892.8633663366,8529.0379675968,122.751450387,17.0110439712,1053.7485729433,1,4
2015-04-01,State_1,District_42,4,3040.0928892889,833.2172950495,9.0011211881,1.0209012569,59.9293032799,1,4
2015-04-01,State_5,District_34,4,3998.4086408641,945.2135526553,10.2855457948,1.8444412153,109.1171511269,1,4
2015-04-01,State_5,District_32,4,5028.9620162016,922.5528313231,6.0108964014,1.8209296232,75.5392121764,1,4
2015-04-01,State_9,District_47,4,6243.5888388839,944.777769577,25.6478963582,1.6906018032,500.3660020414,1,4
2015-04-01,State_5,District_25,4,6437.0585058506,1361.3864171017,12.8543950081,2.2182583735,96.3118231143,1,4
2015-04-01,State_7,District_28,4,6817.0621062106,1987.7156831683,53.4331174113,3.1286835453,122.7444081008,1,4
2015-04-01,State_7,District_44,4,5637.1787578758,1348.421869667,32.460948135,1.9295361399,288.8227177732,1,4
2015-04-01,State_5,District_27,4,8988.1843384339,2920.7273087309,14.6210888461,4.6889575284,128.2495852565,1,4
2015-04-01,State_8,District_3,4,12365.7548154815,1344.9356048605,19.6775957282,2.4671185777,246.8249818902,1,4
2015-04-01,State_4,District_29,4,22285.3508550855,3078.2629018902,44.1121100792,5.8601176194,229.3720188479,1,4
2015-04-01,State_8,District_2,4,9416.4846084609,1255.3821769577,19.2460712115,2.5395229221,113.1382130513,1,4
2015-04-01,State_4,District_39,4,15669.3803780378,2585.6101026103,34.608421775,4.5469135527,347.7569289829,1,4
2015-04-01,State_6,District_35,4,35025.7360936094,5905.6236813681,57.3574338254,10.6124487687,1466.38096036,1,4
2015-05-01,State_4,District_10,5,11148.2448244824,2193.9500378038,53.2654654185,2.4041033863,410.78631991,1,5
2015-05-01,State_4,District_14,5,16079.4901890189,3129.9031989199,85.0764923132,5.7930171791,555.3963345455,1,5
2015-05-01,State_1,District_20,5,4909.7742574257,1771.676209541,41.7563886769,3.3558721809,314.5016977372,1,5
2015-05-01,State_2,District_12,5,26753.6532853285,8984.8670945095,235.480449685,16.9224353897,1304.9706165797,1,5
2015-05-01,State_1,District_5,5,6866.8183618362,1913.3057191719,47.4068031503,3.6361364691,316.9741052205,1,5
2015-05-01,State_1,District_40,5,3981.4567056706,1311.8160889289,44.8481028803,1.5469076004,386.6194354905,1,5
2015-05-01,State_3,District_6,5,5321.8549054906,1320.7496426643,27.8968594257,1.3751075664,596.2797205797,1,5
2015-05-01,State_3,District_43,5,5733.7454545455,1261.8099778578,27.1657466427,2.5859501334,51.0835151935,1,5
2015-05-01,State_1,District_11,5,11831.4318631863,4062.0432583258,71.1305026103,6.9801575536,521.1925658686,1,5
2015-05-01,State_3,District_15,5,7872.5594959496,2222.1669936994,51.1788854365,3.4921189258,327.5740218002,1,5
2015-05-01,State_5,District_32,5,4547.3195319532,871.78409973,11.6511619442,1.9522748299,141.9163245725,1,5
2015-05-01,State_1,District_31,5,6749.5467146715,2631.1494365437,49.1734969937,6.0313719658,790.7413567777,1,5
2015-05-01,State_1,District_46,5,6234.1328532853,2533.8608586859,49.4223405401,4.1260299946,323.5949344194,1,5
2015-05-01,State_3,District_22,5,12241.4703870387,3665.4806336634,82.6598772457,5.425479153,579.5500082628,1,5
2015-05-01,State_7,District_13,5,23449.2111611161,8235.9738289829,170.5487934113,18.4942240072,1499.513069685,1,5
2015-05-01,State_1,District_37,5,3356.5717371737,1200.4735058506,17.2203848875,2.3738092178,62.3619835104,1,5
2015-05-01,State_5,District_27,5,7144.7531953195,2678.2140126013,39.6393618542,4.6252629379,1153.9786216202,1,5
2015-05-01,State_1,District_17,5,5137.0153015302,1277.2802779478,30.1559714311,2.7577501676,53.6551688983,1,5
2015-05-01,State_4,District_26,5,14906.9407740774,2425.2419207921,64.0941740954,4.8157418085,540.3230174437,1,5
2015-05-01,State_5,District_18,5,9901.1643564356,2983.1532385239,64.6170390999,5.9345230459,296.4301252925,1,5
2015-05-01,State_5,District_30,5,6118.0824482448,1625.5799238524,34.9433368857,3.0120363485,1041.0486485221,1,5
2015-05-01,State_1,District_42,5,2757.4610261026,835.6141020702,16.3573358542,1.476508315,19.1211321278,1,5
2015-05-01,State_5,District_21,5,11319.4570657066,2955.1541746175,69.5517586679,5.6681500029,631.3604030423,1,5
2015-05-01,State_8,District_8,5,15195.3072907291,2496.0566750675,55.5448753015,5.0064564439,900.0595654905,1,5
2015-05-01,State_4,District_39,5,12883.1539153915,2134.6835355536,43.3201036544,4.4671183843,538.2916035104,1,5
2015-05-01,State_5,District_25,5,5425.3940594059,1312.9055467147,19.8501277588,2.3359800144,67.3490804824,1,5
2015-05-01,State_5,District_34,5,3393.19459946,854.0259382538,16.3979316256,2.1432252304,33.2644758272,1,5
2015-05-01,State_9,District_9,5,9865.6914491449,2171.0714239424,58.9361777858,3.8150000081,761.9677492169,1,5
2015-05-01,State_5,District_7,5,25444.79639964,9898.3774257426,185.0480949415,19.5608132655,1691.5426160216,1,5
2015-05-01,State_8,District_24,5,16944.7373537354,3075.3213645365,51.2702259226,5.3929090711,260.4329913591,1,5
2015-05-01,State_3,District_36,5,5576.1828982898,1395.3774991899,41.6751971197,2.2277515258,67.833226027,1,5
2015-05-01,State_7,District_28,5,6139.6882088209,1733.4362421242,70.8361832763,3.8883825015,236.383688468,1,5
2015-05-01,State_8,District_3,5,11194.197659766,1112.8811020702,32.633480162,2.2701325559,78.1874252277,1,5
2015-05-01,State_8,District_45,5,10781.9326732673,1609.5648948695,48.4679510171,1.8743405096,323.4190855518,1,5
2015-05-01,State_4,District_29,5,18125.6568856886,2643.0245256526,80.0199854365,5.92016027,84.8073137894,1,5
2015-05-01,State_7,District_33,5,37916.8871287129,15586.981119712,436.3025107111,31.8983265941,2954.6425573717,1,5
2015-05-01,State_9,District_47,5,5223.102070207,783.1022379838,24.094330315,1.6649470371,220.3802760288,1,5
2015-05-01,State_6,District_35,5,30886.6757875788,5302.1730279028,99.7178790459,10.9197889721,1094.666729811,1,5
2015-05-01,State_7,District_44,5,4893.9405940594,1245.0323283528,42.9088770117,1.898042703,405.095266315,1,5
2015-05-01,State_8,District_16,5,10464.396759676,1598.0166426643,30.9479778758,2.4724625242,215.1982714563,1,5
2015-05-01,State_10,District_41,5,70968.1260126013,27473.4010621062,526.5520282628,57.736319928,1810.1110952295,1,5
2015-05-01,State_8,District_2,5,8216.6077407741,1071.154869847,22.4088280288,2.6611370104,485.3291913699,1,5
2015-05-01,State_9,District_1,5,26975.0257425743,7892.9035805581,210.9346858866,14.4994174023,2088.006340198,1,5
2015-05-01,State_6,District_4,5,34070.7269126913,4619.7366858686,69.7039928173,10.6563991395,798.0586632403,1,5
2015-05-01,State_9,District_23,5,6673.5726372637,2078.3585688569,84.051060198,4.0929883827,355.7636958416,1,5
2015-05-01,State_6,District_19,5,42855.3382538254,7430.6466534654,156.0344628983,16.0955337732,1585.0410658686,1,5
2015-05-01,State_9,District_38,5,19865.9470747075,3394.2056525653,73.4760750855,7.9200752511,750.7157668947,1,5
2015-06-01,State_1,District_17,6,6609.4711071107,1482.6430658866,15.0424644194,2.6655550185,475.7352977876,1,6
2015-06-01,State_4,District_26,6,17205.5402340234,2783.5645778578,42.9190259586,4.9637573422,608.7534368317,1,6
2015-06-01,State_1,District_20,6,6225.1593159316,2183.9270261026,24.4852590657,3.4440308848,55.5499115824,1,6
2015-06-01,State_4,District_29,6,21519.4894689469,3133.9341926193,38.6951212781,6.2644697912,193.3673611341,1,6
2015-06-01,State_1,District_37,6,4235.2086408641,1357.4643692169,11.1587437714,2.9194250979,497.3499228965,1,6
2015-06-01,State_3,District_15,6,8924.8100810081,2746.7409054906,29.1914329757,3.9364310088,317.2720927633,1,6
2015-06-01,State_1,District_5,6,7567.3893789379,2445.7237263726,21.9570056256,4.3705642322,486.7965636058,1,6
2015-06-01,State_1,District_46,6,7332.6336633663,2703.7073231323,33.0142599658,3.7469722529,501.6958513465,1,6
2015-06-01,State_3,District_22,6,13748.1620162016,4114.6640684068,67.7546180018,5.7691380569,806.7818226823,1,6
2015-06-01,State_4,District_14,6,18933.1499549955,3543.7882016202,51.4277289649,5.9712864392,1446.5403125113,1,6
